# Supplementary data for thermal dissociation of water in M dwarf atmospheres
# Target: gl725A
# Generated on: 2025-06-10 10:49:50
# Authors: [Author names to be filled]
# Contact: [Contact information to be filled]
#
# Data description:
# This file contains atmospheric profiles from Bayesian retrieval analysis
# showing thermal dissociation of water molecules in M dwarf stellar atmospheres.
#
# Column descriptions:
# pressure_bar: Atmospheric pressure in bar
# OH_vmr_q16: OH volume mixing ratio 16th percentile (1-sigma lower bound)
# OH_vmr_q50: OH volume mixing ratio 50th percentile (median)
# OH_vmr_q84: OH volume mixing ratio 84th percentile (1-sigma upper bound)
# H2O_vmr_q16: H2O volume mixing ratio 16th percentile (1-sigma lower bound)
# H2O_vmr_q50: H2O volume mixing ratio 50th percentile (median)
# H2O_vmr_q84: H2O volume mixing ratio 84th percentile (1-sigma upper bound)
# temperature_q16: Temperature 16th percentile in Kelvin (1-sigma lower bound)
# temperature_q50: Temperature 50th percentile in Kelvin (median)
# temperature_q84: Temperature 84th percentile in Kelvin (1-sigma upper bound)
# emission_contribution: Integrated emission contribution function
#
# Units:
# Pressure: bar
# Volume mixing ratios: dimensionless
# Temperature: Kelvin
# Emission contribution: dimensionless (normalized)
#
# Notes:
# - Each row corresponds to a different atmospheric layer
# - Pressure increases from top to bottom of atmosphere
# - VMR uncertainties represent 1-sigma (68% confidence) intervals
# - Temperature uncertainties represent 1-sigma (68% confidence) intervals
#
pressure_bar,OH_vmr_q16,OH_vmr_q50,OH_vmr_q84,H2O_vmr_q16,H2O_vmr_q50,H2O_vmr_q84,temperature_q16,temperature_q50,temperature_q84,emission_contribution
1.000000e-05,3.875212e-12,1.293594e-09,1.103705e-07,2.385020e-05,3.616863e-05,3.933629e-05,1.204932e+03,1.531388e+03,1.833443e+03,5.263160e-06
1.314147e-05,8.152045e-12,2.008773e-09,1.250852e-07,2.981929e-05,3.639438e-05,3.945784e-05,1.262184e+03,1.571584e+03,1.855566e+03,7.033158e-06
1.726983e-05,2.100702e-11,3.242610e-09,1.415964e-07,3.358859e-05,3.658779e-05,3.948904e-05,1.320038e+03,1.611518e+03,1.877024e+03,9.385922e-06
2.269511e-05,4.923400e-11,4.645072e-09,1.618763e-07,3.428529e-05,3.676319e-05,3.947099e-05,1.378028e+03,1.651526e+03,1.899207e+03,1.251985e-05
2.982471e-05,1.105394e-10,7.146271e-09,1.919230e-07,3.463825e-05,3.693753e-05,3.949022e-05,1.436095e+03,1.691906e+03,1.920689e+03,1.671712e-05
3.919407e-05,2.221369e-10,1.053644e-08,2.280472e-07,3.503376e-05,3.708214e-05,3.958430e-05,1.495156e+03,1.732435e+03,1.943511e+03,2.233801e-05
5.150678e-05,4.083987e-10,1.516780e-08,2.596753e-07,3.535298e-05,3.723038e-05,3.959709e-05,1.554685e+03,1.772231e+03,1.965286e+03,2.988749e-05
6.768750e-05,7.070892e-10,2.159687e-08,2.983965e-07,3.562163e-05,3.737507e-05,3.962261e-05,1.612152e+03,1.812096e+03,1.988417e+03,4.001590e-05
8.895135e-05,1.199277e-09,2.958780e-08,3.403427e-07,3.582527e-05,3.751613e-05,3.962170e-05,1.669441e+03,1.853582e+03,2.011672e+03,5.354740e-05
1.168952e-04,1.759178e-09,3.989608e-08,3.888694e-07,3.597097e-05,3.761547e-05,3.960910e-05,1.725436e+03,1.893177e+03,2.035370e+03,7.166950e-05
