# Supplementary data for thermal dissociation of water in M dwarf atmospheres
# Target: gl15A
# Generated on: 2025-06-10 10:49:50
# Authors: [Author names to be filled]
# Contact: [Contact information to be filled]
#
# Data description:
# This file contains atmospheric profiles from Bayesian retrieval analysis
# showing thermal dissociation of water molecules in M dwarf stellar atmospheres.
#
# Column descriptions:
# pressure_bar: Atmospheric pressure in bar
# OH_vmr_q16: OH volume mixing ratio 16th percentile (1-sigma lower bound)
# OH_vmr_q50: OH volume mixing ratio 50th percentile (median)
# OH_vmr_q84: OH volume mixing ratio 84th percentile (1-sigma upper bound)
# H2O_vmr_q16: H2O volume mixing ratio 16th percentile (1-sigma lower bound)
# H2O_vmr_q50: H2O volume mixing ratio 50th percentile (median)
# H2O_vmr_q84: H2O volume mixing ratio 84th percentile (1-sigma upper bound)
# temperature_q16: Temperature 16th percentile in Kelvin (1-sigma lower bound)
# temperature_q50: Temperature 50th percentile in Kelvin (median)
# temperature_q84: Temperature 84th percentile in Kelvin (1-sigma upper bound)
# emission_contribution: Integrated emission contribution function
#
# Units:
# Pressure: bar
# Volume mixing ratios: dimensionless
# Temperature: Kelvin
# Emission contribution: dimensionless (normalized)
#
# Notes:
# - Each row corresponds to a different atmospheric layer
# - Pressure increases from top to bottom of atmosphere
# - VMR uncertainties represent 1-sigma (68% confidence) intervals
# - Temperature uncertainties represent 1-sigma (68% confidence) intervals
#
pressure_bar,OH_vmr_q16,OH_vmr_q50,OH_vmr_q84,H2O_vmr_q16,H2O_vmr_q50,H2O_vmr_q84,temperature_q16,temperature_q50,temperature_q84,emission_contribution
1.000000e-05,7.993773e-08,5.833284e-07,1.938481e-06,1.713459e-05,1.837898e-05,1.960164e-05,1.792631e+03,1.970896e+03,2.093199e+03,2.861745e-06
1.314147e-05,9.456817e-08,5.770465e-07,1.766891e-06,1.725436e-05,1.840003e-05,1.958075e-05,1.818067e+03,1.985065e+03,2.099824e+03,3.800151e-06
1.726983e-05,1.119918e-07,5.631727e-07,1.614067e-06,1.736974e-05,1.840643e-05,1.958054e-05,1.844989e+03,2.000824e+03,2.107471e+03,5.059193e-06
2.269511e-05,1.239864e-07,5.563478e-07,1.457478e-06,1.744888e-05,1.840670e-05,1.956853e-05,1.871538e+03,2.016923e+03,2.116208e+03,6.760385e-06
2.982471e-05,1.414215e-07,5.713808e-07,1.360185e-06,1.750880e-05,1.838742e-05,1.952256e-05,1.898663e+03,2.033712e+03,2.126344e+03,9.058675e-06
3.919407e-05,1.638872e-07,5.693472e-07,1.277686e-06,1.756120e-05,1.838368e-05,1.949306e-05,1.926333e+03,2.050602e+03,2.137516e+03,1.215137e-05
5.150678e-05,1.845582e-07,5.678401e-07,1.206463e-06,1.757237e-05,1.836598e-05,1.945664e-05,1.954414e+03,2.069530e+03,2.150080e+03,1.632111e-05
6.768750e-05,2.085545e-07,5.747104e-07,1.165179e-06,1.757304e-05,1.834513e-05,1.942070e-05,1.982625e+03,2.088776e+03,2.163991e+03,2.191396e-05
8.895135e-05,2.344712e-07,5.825543e-07,1.115157e-06,1.756027e-05,1.832604e-05,1.938187e-05,2.012234e+03,2.109125e+03,2.179211e+03,2.942832e-05
1.168952e-04,2.654557e-07,5.943693e-07,1.065810e-06,1.753538e-05,1.830242e-05,1.935194e-05,2.042313e+03,2.130512e+03,2.195295e+03,3.964070e-05
