# Supplementary data for thermal dissociation of water in M dwarf atmospheres
# Target: gl436
# Generated on: 2025-06-10 10:49:50
# Authors: [Author names to be filled]
# Contact: [Contact information to be filled]
#
# Data description:
# This file contains atmospheric profiles from Bayesian retrieval analysis
# showing thermal dissociation of water molecules in M dwarf stellar atmospheres.
#
# Column descriptions:
# pressure_bar: Atmospheric pressure in bar
# OH_vmr_q16: OH volume mixing ratio 16th percentile (1-sigma lower bound)
# OH_vmr_q50: OH volume mixing ratio 50th percentile (median)
# OH_vmr_q84: OH volume mixing ratio 84th percentile (1-sigma upper bound)
# H2O_vmr_q16: H2O volume mixing ratio 16th percentile (1-sigma lower bound)
# H2O_vmr_q50: H2O volume mixing ratio 50th percentile (median)
# H2O_vmr_q84: H2O volume mixing ratio 84th percentile (1-sigma upper bound)
# temperature_q16: Temperature 16th percentile in Kelvin (1-sigma lower bound)
# temperature_q50: Temperature 50th percentile in Kelvin (median)
# temperature_q84: Temperature 84th percentile in Kelvin (1-sigma upper bound)
# emission_contribution: Integrated emission contribution function
#
# Units:
# Pressure: bar
# Volume mixing ratios: dimensionless
# Temperature: Kelvin
# Emission contribution: dimensionless (normalized)
#
# Notes:
# - Each row corresponds to a different atmospheric layer
# - Pressure increases from top to bottom of atmosphere
# - VMR uncertainties represent 1-sigma (68% confidence) intervals
# - Temperature uncertainties represent 1-sigma (68% confidence) intervals
#
pressure_bar,OH_vmr_q16,OH_vmr_q50,OH_vmr_q84,H2O_vmr_q16,H2O_vmr_q50,H2O_vmr_q84,temperature_q16,temperature_q50,temperature_q84,emission_contribution
1.000000e-05,2.779310e-15,1.040009e-14,9.617647e-13,1.436802e-05,1.501348e-05,1.568908e-05,8.307351e+02,9.122570e+02,1.031345e+03,4.847794e-08
1.314147e-05,7.924256e-15,1.671462e-14,2.768968e-12,1.443604e-05,1.510256e-05,1.581748e-05,9.003608e+02,9.814323e+02,1.100211e+03,1.073405e-07
1.726983e-05,1.256441e-14,1.267703e-12,4.324283e-12,1.458897e-05,1.529746e-05,1.619618e-05,9.726376e+02,1.053978e+03,1.171386e+03,2.257776e-07
2.269511e-05,9.398076e-13,2.647165e-12,2.789029e-11,1.480478e-05,1.558798e-05,1.989194e-05,1.048164e+03,1.129118e+03,1.244759e+03,4.541784e-07
2.982471e-05,2.169701e-12,6.282884e-12,1.042280e-10,1.511062e-05,1.639682e-05,2.399702e-05,1.126079e+03,1.206647e+03,1.319992e+03,8.764807e-07
3.919407e-05,5.460356e-12,3.722108e-11,3.382538e-10,1.601398e-05,2.120302e-05,2.548153e-05,1.206735e+03,1.285863e+03,1.396930e+03,1.760602e-06
5.150678e-05,3.054547e-11,1.955500e-10,1.174962e-09,2.013466e-05,2.434854e-05,2.654919e-05,1.289884e+03,1.367040e+03,1.475548e+03,3.611070e-06
6.768750e-05,1.836603e-10,7.592669e-10,3.531308e-09,2.416270e-05,2.600007e-05,2.718332e-05,1.374850e+03,1.449822e+03,1.554907e+03,6.818317e-06
8.895135e-05,7.356765e-10,2.328952e-09,8.877403e-09,2.541064e-05,2.649321e-05,2.746499e-05,1.460959e+03,1.534867e+03,1.635692e+03,1.180433e-05
1.168952e-04,2.383212e-09,6.193810e-09,1.962608e-08,2.559791e-05,2.667793e-05,2.764996e-05,1.548833e+03,1.620002e+03,1.716595e+03,1.948043e-05
1.536175e-04,6.838407e-09,1.536157e-08,4.335383e-08,2.582114e-05,2.692269e-05,2.792409e-05,1.637443e+03,1.706080e+03,1.797455e+03,3.153760e-05
2.018760e-04,1.702579e-08,3.578862e-08,8.799372e-08,2.600829e-05,2.710556e-05,2.809192e-05,1.726326e+03,1.792405e+03,1.877490e+03,5.014463e-05
2.652948e-04,3.817997e-08,7.589283e-08,1.668316e-07,2.614127e-05,2.724686e-05,2.825130e-05,1.815187e+03,1.877511e+03,1.956881e+03,7.911289e-05
3.486365e-04,8.041866e-08,1.521322e-07,2.964140e-07,2.633958e-05,2.747006e-05,2.848128e-05,1.903666e+03,1.962951e+03,2.036123e+03,1.242533e-04
4.581598e-04,1.580072e-07,2.772597e-07,4.901387e-07,2.657921e-05,2.772320e-05,2.875905e-05,1.990456e+03,2.046210e+03,2.113545e+03,1.918257e-04
6.020894e-04,2.869769e-07,4.710266e-07,7.907207e-07,2.683141e-05,2.799217e-05,2.904811e-05,2.076525e+03,2.127717e+03,2.189607e+03,2.914475e-04
7.912343e-04,4.994485e-07,7.715251e-07,1.222342e-06,2.708090e-05,2.826072e-05,2.931333e-05,2.160529e+03,2.207691e+03,2.263120e+03,4.374660e-04
1.039798e-03,7.976765e-07,1.184481e-06,1.747404e-06,2.724098e-05,2.839706e-05,2.945374e-05,2.241938e+03,2.285085e+03,2.335148e+03,6.477090e-04
1.366448e-03,1.188165e-06,1.723583e-06,2.402300e-06,2.725838e-05,2.840602e-05,2.944869e-05,2.320353e+03,2.359159e+03,2.402983e+03,9.460032e-04
1.795714e-03,1.690900e-06,2.349210e-06,3.185869e-06,2.706849e-05,2.824409e-05,2.926619e-05,2.395103e+03,2.429979e+03,2.467624e+03,1.359553e-03
2.359833e-03,2.240140e-06,3.030493e-06,3.969562e-06,2.662098e-05,2.782739e-05,2.886541e-05,2.465659e+03,2.496199e+03,2.528641e+03,1.916559e-03
3.101169e-03,2.821458e-06,3.720326e-06,4.749263e-06,2.601350e-05,2.719160e-05,2.825322e-05,2.531129e+03,2.558212e+03,2.585813e+03,2.648398e-03
4.075393e-03,3.385986e-06,4.388039e-06,5.527273e-06,2.526048e-05,2.641043e-05,2.749613e-05,2.591664e+03,2.615201e+03,2.638890e+03,3.595729e-03
5.355667e-03,3.804756e-06,4.931586e-06,6.129014e-06,2.464741e-05,2.574261e-05,2.679365e-05,2.647106e+03,2.667813e+03,2.686735e+03,4.811495e-03
7.038136e-03,4.106594e-06,5.304574e-06,6.556284e-06,2.412952e-05,2.518221e-05,2.619915e-05,2.696723e+03,2.714449e+03,2.729591e+03,6.349698e-03
9.249147e-03,4.303333e-06,5.548840e-06,6.845412e-06,2.372792e-05,2.474998e-05,2.572759e-05,2.740259e+03,2.755118e+03,2.767249e+03,8.276283e-03
1.215474e-02,4.328270e-06,5.589878e-06,6.897137e-06,2.365510e-05,2.465898e-05,2.562169e-05,2.776555e+03,2.789742e+03,2.799881e+03,1.065803e-02
1.597312e-02,4.230076e-06,5.462803e-06,6.752372e-06,2.374623e-05,2.476159e-05,2.571377e-05,2.805072e+03,2.817686e+03,2.827583e+03,1.355233e-02
2.099104e-02,4.044957e-06,5.205993e-06,6.464499e-06,2.394754e-05,2.498589e-05,2.594355e-05,2.825415e+03,2.839140e+03,2.850784e+03,1.702270e-02
2.758532e-02,3.678342e-06,4.781780e-06,5.949516e-06,2.436074e-05,2.543007e-05,2.641561e-05,2.837421e+03,2.854140e+03,2.868632e+03,2.110512e-02
3.625117e-02,3.313731e-06,4.298872e-06,5.359624e-06,2.475638e-05,2.585657e-05,2.683561e-05,2.846388e+03,2.862953e+03,2.880607e+03,2.579660e-02
4.763938e-02,3.082478e-06,3.945147e-06,4.881240e-06,2.506008e-05,2.611315e-05,2.703547e-05,2.863530e+03,2.875634e+03,2.889981e+03,3.146722e-02
6.260517e-02,2.956996e-06,3.768247e-06,4.632748e-06,2.521039e-05,2.620921e-05,2.709864e-05,2.890616e+03,2.901677e+03,2.913037e+03,3.887228e-02
8.227241e-02,3.008868e-06,3.827924e-06,4.688795e-06,2.511316e-05,2.606974e-05,2.693241e-05,2.928595e+03,2.940508e+03,2.952526e+03,4.884986e-02
1.081181e-01,3.232168e-06,4.101285e-06,5.051235e-06,2.484569e-05,2.574195e-05,2.654597e-05,2.979099e+03,2.993757e+03,3.007603e+03,6.274045e-02
1.420831e-01,3.589868e-06,4.568862e-06,5.616356e-06,2.443155e-05,2.525128e-05,2.597701e-05,3.044373e+03,3.061391e+03,3.077520e+03,8.263687e-02
1.867181e-01,4.189235e-06,5.343510e-06,6.567820e-06,2.365388e-05,2.436691e-05,2.498412e-05,3.125624e+03,3.144935e+03,3.162979e+03,1.117812e-01
2.453751e-01,5.034763e-06,6.437111e-06,7.931385e-06,2.242613e-05,2.298972e-05,2.347492e-05,3.224434e+03,3.245587e+03,3.265301e+03,1.549492e-01
3.224591e-01,6.126452e-06,7.842830e-06,9.681927e-06,2.061133e-05,2.102708e-05,2.142769e-05,3.340960e+03,3.364532e+03,3.385972e+03,2.185479e-01
4.237587e-01,7.438375e-06,9.547129e-06,1.175024e-05,1.783575e-05,1.820832e-05,1.861511e-05,3.477183e+03,3.502864e+03,3.524284e+03,3.067165e-01
