# Supplementary data for thermal dissociation of water in M dwarf atmospheres
# Target: gl338B
# Generated on: 2025-06-10 10:49:50
# Authors: [Author names to be filled]
# Contact: [Contact information to be filled]
#
# Data description:
# This file contains atmospheric profiles from Bayesian retrieval analysis
# showing thermal dissociation of water molecules in M dwarf stellar atmospheres.
#
# Column descriptions:
# pressure_bar: Atmospheric pressure in bar
# OH_vmr_q16: OH volume mixing ratio 16th percentile (1-sigma lower bound)
# OH_vmr_q50: OH volume mixing ratio 50th percentile (median)
# OH_vmr_q84: OH volume mixing ratio 84th percentile (1-sigma upper bound)
# H2O_vmr_q16: H2O volume mixing ratio 16th percentile (1-sigma lower bound)
# H2O_vmr_q50: H2O volume mixing ratio 50th percentile (median)
# H2O_vmr_q84: H2O volume mixing ratio 84th percentile (1-sigma upper bound)
# temperature_q16: Temperature 16th percentile in Kelvin (1-sigma lower bound)
# temperature_q50: Temperature 50th percentile in Kelvin (median)
# temperature_q84: Temperature 84th percentile in Kelvin (1-sigma upper bound)
# emission_contribution: Integrated emission contribution function
#
# Units:
# Pressure: bar
# Volume mixing ratios: dimensionless
# Temperature: Kelvin
# Emission contribution: dimensionless (normalized)
#
# Notes:
# - Each row corresponds to a different atmospheric layer
# - Pressure increases from top to bottom of atmosphere
# - VMR uncertainties represent 1-sigma (68% confidence) intervals
# - Temperature uncertainties represent 1-sigma (68% confidence) intervals
#
pressure_bar,OH_vmr_q16,OH_vmr_q50,OH_vmr_q84,H2O_vmr_q16,H2O_vmr_q50,H2O_vmr_q84,temperature_q16,temperature_q50,temperature_q84,emission_contribution
1.000000e-05,6.168552e-09,1.129686e-08,2.057529e-08,4.573510e-12,1.676442e-11,6.232072e-11,2.872535e+03,2.967167e+03,3.067791e+03,8.324766e-06
1.314147e-05,7.442804e-09,1.308335e-08,2.286184e-08,6.846683e-12,2.294391e-11,7.447180e-11,2.897692e+03,2.987321e+03,3.082508e+03,1.118321e-05
1.726983e-05,8.983627e-09,1.521301e-08,2.558857e-08,9.642339e-12,2.998162e-11,9.564431e-11,2.922637e+03,3.007094e+03,3.096570e+03,1.500854e-05
2.269511e-05,1.090269e-08,1.781625e-08,2.880629e-08,1.371588e-11,4.011864e-11,1.104024e-10,2.946623e+03,3.026393e+03,3.110393e+03,2.012159e-05
2.982471e-05,1.325496e-08,2.080866e-08,3.271500e-08,2.109328e-11,5.466424e-11,1.486980e-10,2.970248e+03,3.045303e+03,3.124138e+03,2.694189e-05
3.919407e-05,1.608132e-08,2.457378e-08,3.717395e-08,3.081652e-11,7.630977e-11,1.859434e-10,2.993371e+03,3.063398e+03,3.137662e+03,3.602176e-05
5.150678e-05,1.956109e-08,2.909108e-08,4.259006e-08,4.259908e-11,1.030823e-10,2.342057e-10,3.015773e+03,3.081302e+03,3.150775e+03,4.810299e-05
6.768750e-05,2.390937e-08,3.439443e-08,4.883793e-08,6.701948e-11,1.418207e-10,3.143169e-10,3.037549e+03,3.098678e+03,3.163358e+03,6.414726e-05
8.895135e-05,2.927587e-08,4.088518e-08,5.667517e-08,1.009710e-10,2.045905e-10,4.068216e-10,3.058770e+03,3.115555e+03,3.175736e+03,8.542395e-05
1.168952e-04,3.586796e-08,4.881640e-08,6.579440e-08,1.457024e-10,2.827956e-10,5.365931e-10,3.079458e+03,3.131998e+03,3.187686e+03,1.135653e-04
