# Supplementary data for thermal dissociation of water in M dwarf atmospheres
# Target: gl849
# Generated on: 2025-06-10 10:49:50
# Authors: [Author names to be filled]
# Contact: [Contact information to be filled]
#
# Data description:
# This file contains atmospheric profiles from Bayesian retrieval analysis
# showing thermal dissociation of water molecules in M dwarf stellar atmospheres.
#
# Column descriptions:
# pressure_bar: Atmospheric pressure in bar
# OH_vmr_q16: OH volume mixing ratio 16th percentile (1-sigma lower bound)
# OH_vmr_q50: OH volume mixing ratio 50th percentile (median)
# OH_vmr_q84: OH volume mixing ratio 84th percentile (1-sigma upper bound)
# H2O_vmr_q16: H2O volume mixing ratio 16th percentile (1-sigma lower bound)
# H2O_vmr_q50: H2O volume mixing ratio 50th percentile (median)
# H2O_vmr_q84: H2O volume mixing ratio 84th percentile (1-sigma upper bound)
# temperature_q16: Temperature 16th percentile in Kelvin (1-sigma lower bound)
# temperature_q50: Temperature 50th percentile in Kelvin (median)
# temperature_q84: Temperature 84th percentile in Kelvin (1-sigma upper bound)
# emission_contribution: Integrated emission contribution function
#
# Units:
# Pressure: bar
# Volume mixing ratios: dimensionless
# Temperature: Kelvin
# Emission contribution: dimensionless (normalized)
#
# Notes:
# - Each row corresponds to a different atmospheric layer
# - Pressure increases from top to bottom of atmosphere
# - VMR uncertainties represent 1-sigma (68% confidence) intervals
# - Temperature uncertainties represent 1-sigma (68% confidence) intervals
#
pressure_bar,OH_vmr_q16,OH_vmr_q50,OH_vmr_q84,H2O_vmr_q16,H2O_vmr_q50,H2O_vmr_q84,temperature_q16,temperature_q50,temperature_q84,emission_contribution
1.000000e-05,2.370196e-12,3.127798e-11,4.793020e-10,1.490525e-05,1.936629e-05,2.485580e-05,1.083864e+03,1.243977e+03,1.377921e+03,9.771874e-07
1.314147e-05,3.678097e-12,1.152745e-10,1.580816e-09,1.538747e-05,2.362300e-05,2.525845e-05,1.159799e+03,1.318194e+03,1.449121e+03,1.603821e-06
1.726983e-05,2.755821e-11,3.929999e-10,3.927640e-09,1.858174e-05,2.402251e-05,2.556087e-05,1.238024e+03,1.392719e+03,1.521280e+03,2.588037e-06
2.269511e-05,1.126636e-10,1.361554e-09,8.723085e-09,2.371254e-05,2.450472e-05,2.582093e-05,1.318296e+03,1.468514e+03,1.594181e+03,4.112812e-06
2.982471e-05,3.570389e-10,3.790324e-09,2.154856e-08,2.420472e-05,2.490998e-05,2.614484e-05,1.400345e+03,1.545336e+03,1.668010e+03,6.447736e-06
3.919407e-05,1.127734e-09,8.575895e-09,4.171699e-08,2.462770e-05,2.521634e-05,2.646103e-05,1.483867e+03,1.622912e+03,1.742307e+03,9.981289e-06
5.150678e-05,3.554924e-09,2.182935e-08,8.191701e-08,2.477672e-05,2.546818e-05,2.670709e-05,1.568530e+03,1.701001e+03,1.816602e+03,1.544187e-05
6.768750e-05,9.650292e-09,4.701091e-08,1.476495e-07,2.501869e-05,2.568411e-05,2.694799e-05,1.653823e+03,1.779267e+03,1.890468e+03,2.398199e-05
8.895135e-05,2.282733e-08,9.734316e-08,2.691437e-07,2.530416e-05,2.592203e-05,2.725349e-05,1.737978e+03,1.857412e+03,1.961452e+03,3.698896e-05
1.168952e-04,4.929138e-08,1.713685e-07,4.468897e-07,2.559468e-05,2.616134e-05,2.754198e-05,1.822414e+03,1.935110e+03,2.031613e+03,5.648861e-05
1.536175e-04,1.040302e-07,3.204014e-07,6.895314e-07,2.589325e-05,2.644976e-05,2.778122e-05,1.906950e+03,2.010809e+03,2.100678e+03,8.543990e-05
2.018760e-04,2.070910e-07,5.162262e-07,1.098402e-06,2.612439e-05,2.679611e-05,2.804057e-05,1.988984e+03,2.084128e+03,2.168367e+03,1.280023e-04
2.652948e-04,3.741326e-07,8.477244e-07,1.586446e-06,2.641484e-05,2.703874e-05,2.823448e-05,2.071168e+03,2.158850e+03,2.235802e+03,1.901508e-04
3.486365e-04,6.464499e-07,1.322765e-06,2.189950e-06,2.639618e-05,2.708755e-05,2.848640e-05,2.152028e+03,2.233529e+03,2.300721e+03,2.788911e-04
4.581598e-04,1.025329e-06,1.856201e-06,2.917401e-06,2.574369e-05,2.700821e-05,2.847422e-05,2.232209e+03,2.304894e+03,2.363842e+03,4.037506e-04
6.020894e-04,1.509730e-06,2.548080e-06,3.702884e-06,2.511914e-05,2.666316e-05,2.828164e-05,2.307230e+03,2.373886e+03,2.424765e+03,5.772609e-04
7.912343e-04,2.156951e-06,3.315199e-06,4.582692e-06,2.384984e-05,2.601057e-05,2.783054e-05,2.379184e+03,2.437517e+03,2.483044e+03,8.121283e-04
1.039798e-03,2.827208e-06,4.230404e-06,5.364749e-06,2.251256e-05,2.496807e-05,2.686609e-05,2.448168e+03,2.498222e+03,2.538347e+03,1.125922e-03
1.366448e-03,3.522510e-06,4.971799e-06,6.018298e-06,2.118602e-05,2.363323e-05,2.563084e-05,2.514556e+03,2.557149e+03,2.590649e+03,1.541136e-03
1.795714e-03,4.171331e-06,5.647318e-06,6.539111e-06,1.987690e-05,2.224247e-05,2.414742e-05,2.576082e+03,2.611484e+03,2.637812e+03,2.084478e-03
2.359833e-03,4.648884e-06,6.199557e-06,6.987112e-06,1.900976e-05,2.111982e-05,2.290349e-05,2.632836e+03,2.662342e+03,2.683252e+03,2.785555e-03
3.101169e-03,5.045092e-06,6.596854e-06,7.367529e-06,1.846232e-05,2.022527e-05,2.186149e-05,2.686313e+03,2.707638e+03,2.724573e+03,3.677850e-03
4.075393e-03,5.224858e-06,6.756643e-06,7.664457e-06,1.826019e-05,1.962318e-05,2.096702e-05,2.732927e+03,2.748104e+03,2.760964e+03,4.793435e-03
5.355667e-03,5.381612e-06,6.788379e-06,7.757136e-06,1.822100e-05,1.953745e-05,2.059784e-05,2.772539e+03,2.782628e+03,2.793023e+03,6.171378e-03
7.038136e-03,5.338574e-06,6.751528e-06,7.655078e-06,1.862564e-05,1.979431e-05,2.062911e-05,2.803718e+03,2.812240e+03,2.821049e+03,7.855462e-03
9.249147e-03,5.219423e-06,6.593635e-06,7.480535e-06,1.909996e-05,2.011765e-05,2.100403e-05,2.828822e+03,2.838237e+03,2.845369e+03,9.886037e-03
1.215474e-02,4.986876e-06,6.285596e-06,7.196572e-06,1.979261e-05,2.082177e-05,2.177428e-05,2.846579e+03,2.858281e+03,2.866565e+03,1.230859e-02
1.597312e-02,4.645317e-06,5.787784e-06,6.671905e-06,2.069861e-05,2.167433e-05,2.262673e-05,2.858470e+03,2.872923e+03,2.881874e+03,1.515232e-02
2.099104e-02,4.222419e-06,5.230660e-06,6.087481e-06,2.157499e-05,2.258376e-05,2.354519e-05,2.865489e+03,2.879799e+03,2.891275e+03,1.843309e-02
2.758532e-02,3.734216e-06,4.605703e-06,5.363797e-06,2.251672e-05,2.350487e-05,2.445679e-05,2.869988e+03,2.881379e+03,2.895612e+03,2.234060e-02
3.625117e-02,3.419731e-06,4.270015e-06,4.969049e-06,2.295913e-05,2.384302e-05,2.484902e-05,2.887338e+03,2.896328e+03,2.908499e+03,2.724961e-02
4.763938e-02,3.318490e-06,4.192831e-06,4.854323e-06,2.301117e-05,2.389276e-05,2.486282e-05,2.916829e+03,2.924929e+03,2.936619e+03,3.359146e-02
6.260517e-02,3.419367e-06,4.316983e-06,5.002398e-06,2.288506e-05,2.374601e-05,2.465642e-05,2.960157e+03,2.967825e+03,2.980161e+03,4.200569e-02
8.227241e-02,3.692554e-06,4.641735e-06,5.413924e-06,2.246469e-05,2.323169e-05,2.407216e-05,3.017981e+03,3.026642e+03,3.038935e+03,5.346529e-02
1.081181e-01,4.204212e-06,5.266126e-06,6.083201e-06,2.158805e-05,2.231989e-05,2.307677e-05,3.091618e+03,3.099301e+03,3.114630e+03,6.931376e-02
1.420831e-01,4.878525e-06,6.145817e-06,7.083864e-06,2.035647e-05,2.100599e-05,2.159381e-05,3.179602e+03,3.190756e+03,3.206573e+03,9.171382e-02
1.867181e-01,5.748097e-06,7.277482e-06,8.394850e-06,1.846716e-05,1.897067e-05,1.942015e-05,3.288127e+03,3.299048e+03,3.317470e+03,1.242871e-01
2.453751e-01,6.859901e-06,8.672975e-06,9.893228e-06,1.571178e-05,1.611111e-05,1.649670e-05,3.416543e+03,3.427592e+03,3.446989e+03,1.723152e-01
3.224591e-01,7.739869e-06,9.905070e-06,1.138177e-05,1.267623e-05,1.292667e-05,1.328742e-05,3.561525e+03,3.571491e+03,3.590304e+03,2.411488e-01
4.237587e-01,8.364041e-06,1.068649e-05,1.221475e-05,1.002829e-05,1.021387e-05,1.059240e-05,3.701596e+03,3.711194e+03,3.729931e+03,3.308453e-01
5.568814e-01,8.708614e-06,1.109492e-05,1.265453e-05,7.944513e-06,8.153724e-06,8.587012e-06,3.835422e+03,3.846964e+03,3.862317e+03,4.273902e-01
7.318242e-01,8.940136e-06,1.127454e-05,1.290924e-05,6.348783e-06,6.713450e-06,7.138312e-06,3.962265e+03,3.978138e+03,3.989314e+03,4.903906e-01
9.617249e-01,8.969871e-06,1.128938e-05,1.296595e-05,5.229748e-06,5.668621e-06,6.177348e-06,4.080770e+03,4.100102e+03,4.113806e+03,4.373932e-01
1.263848e+00,8.994804e-06,1.131071e-05,1.299579e-05,4.524116e-06,5.017079e-06,5.590300e-06,4.190494e+03,4.212790e+03,4.242560e+03,2.572508e-01
1.660883e+00,9.060497e-06,1.137788e-05,1.315167e-05,4.029503e-06,4.633564e-06,5.218805e-06,4.287423e+03,4.316944e+03,4.355541e+03,8.118137e-02
2.182645e+00,9.117672e-06,1.147118e-05,1.324778e-05,3.815578e-06,4.543147e-06,5.299972e-06,4.378505e+03,4.413410e+03,4.462392e+03,9.466415e-03
2.868317e+00,9.250625e-06,1.155292e-05,1.350222e-05,3.685734e-06,4.589613e-06,5.497537e-06,4.448660e+03,4.503672e+03,4.566690e+03,2.009284e-04
