# Supplementary data for thermal dissociation of water in M dwarf atmospheres
# Target: gl905
# Generated on: 2025-06-10 10:49:50
# Authors: [Author names to be filled]
# Contact: [Contact information to be filled]
#
# Data description:
# This file contains atmospheric profiles from Bayesian retrieval analysis
# showing thermal dissociation of water molecules in M dwarf stellar atmospheres.
#
# Column descriptions:
# pressure_bar: Atmospheric pressure in bar
# OH_vmr_q16: OH volume mixing ratio 16th percentile (1-sigma lower bound)
# OH_vmr_q50: OH volume mixing ratio 50th percentile (median)
# OH_vmr_q84: OH volume mixing ratio 84th percentile (1-sigma upper bound)
# H2O_vmr_q16: H2O volume mixing ratio 16th percentile (1-sigma lower bound)
# H2O_vmr_q50: H2O volume mixing ratio 50th percentile (median)
# H2O_vmr_q84: H2O volume mixing ratio 84th percentile (1-sigma upper bound)
# temperature_q16: Temperature 16th percentile in Kelvin (1-sigma lower bound)
# temperature_q50: Temperature 50th percentile in Kelvin (median)
# temperature_q84: Temperature 84th percentile in Kelvin (1-sigma upper bound)
# emission_contribution: Integrated emission contribution function
#
# Units:
# Pressure: bar
# Volume mixing ratios: dimensionless
# Temperature: Kelvin
# Emission contribution: dimensionless (normalized)
#
# Notes:
# - Each row corresponds to a different atmospheric layer
# - Pressure increases from top to bottom of atmosphere
# - VMR uncertainties represent 1-sigma (68% confidence) intervals
# - Temperature uncertainties represent 1-sigma (68% confidence) intervals
#
pressure_bar,OH_vmr_q16,OH_vmr_q50,OH_vmr_q84,H2O_vmr_q16,H2O_vmr_q50,H2O_vmr_q84,temperature_q16,temperature_q50,temperature_q84,emission_contribution
1.000000e-05,8.252946e-13,2.703475e-10,4.685221e-08,4.583678e-05,7.213151e-05,7.840820e-05,1.145627e+03,1.406293e+03,1.688504e+03,1.235044e-06
1.314147e-05,2.730272e-12,5.302921e-10,6.811801e-08,4.902476e-05,7.285673e-05,7.874592e-05,1.204513e+03,1.452253e+03,1.715701e+03,2.249000e-06
1.726983e-05,6.638048e-12,9.443247e-10,8.781924e-08,6.182825e-05,7.353997e-05,7.908129e-05,1.265763e+03,1.498113e+03,1.739097e+03,4.189744e-06
2.269511e-05,1.641874e-11,1.465816e-09,1.137301e-07,6.825841e-05,7.412746e-05,7.934965e-05,1.325009e+03,1.545187e+03,1.767532e+03,7.130789e-06
2.982471e-05,3.645676e-11,2.584337e-09,1.517797e-07,6.942286e-05,7.447817e-05,7.950451e-05,1.385075e+03,1.590830e+03,1.792409e+03,1.144606e-05
3.919407e-05,7.832209e-11,4.114204e-09,1.940348e-07,7.055479e-05,7.490919e-05,7.975693e-05,1.443103e+03,1.634380e+03,1.818263e+03,1.804737e-05
5.150678e-05,1.425594e-10,6.612881e-09,2.524033e-07,7.140692e-05,7.533468e-05,8.005726e-05,1.500042e+03,1.678413e+03,1.845081e+03,2.782588e-05
6.768750e-05,2.383504e-10,9.776746e-09,3.323583e-07,7.202360e-05,7.569908e-05,8.028563e-05,1.557352e+03,1.719604e+03,1.869502e+03,4.224952e-05
8.895135e-05,3.850906e-10,1.381091e-08,4.109800e-07,7.232133e-05,7.592964e-05,8.048094e-05,1.611184e+03,1.760909e+03,1.896546e+03,6.349068e-05
1.168952e-04,5.645018e-10,1.874296e-08,5.038647e-07,7.266742e-05,7.609382e-05,8.071089e-05,1.666926e+03,1.802410e+03,1.920475e+03,9.441255e-05
1.536175e-04,8.266786e-10,2.494704e-08,6.212682e-07,7.283046e-05,7.629083e-05,8.088165e-05,1.716597e+03,1.839078e+03,1.946200e+03,1.384415e-04
2.018760e-04,1.159581e-09,3.229968e-08,7.306918e-07,7.294111e-05,7.645848e-05,8.104895e-05,1.764701e+03,1.874517e+03,1.970083e+03,2.012167e-04
