# Supplementary data for thermal dissociation of water in M dwarf atmospheres
# Target: gl699
# Generated on: 2025-06-10 10:49:50
# Authors: [Author names to be filled]
# Contact: [Contact information to be filled]
#
# Data description:
# This file contains atmospheric profiles from Bayesian retrieval analysis
# showing thermal dissociation of water molecules in M dwarf stellar atmospheres.
#
# Column descriptions:
# pressure_bar: Atmospheric pressure in bar
# OH_vmr_q16: OH volume mixing ratio 16th percentile (1-sigma lower bound)
# OH_vmr_q50: OH volume mixing ratio 50th percentile (median)
# OH_vmr_q84: OH volume mixing ratio 84th percentile (1-sigma upper bound)
# H2O_vmr_q16: H2O volume mixing ratio 16th percentile (1-sigma lower bound)
# H2O_vmr_q50: H2O volume mixing ratio 50th percentile (median)
# H2O_vmr_q84: H2O volume mixing ratio 84th percentile (1-sigma upper bound)
# temperature_q16: Temperature 16th percentile in Kelvin (1-sigma lower bound)
# temperature_q50: Temperature 50th percentile in Kelvin (median)
# temperature_q84: Temperature 84th percentile in Kelvin (1-sigma upper bound)
# emission_contribution: Integrated emission contribution function
#
# Units:
# Pressure: bar
# Volume mixing ratios: dimensionless
# Temperature: Kelvin
# Emission contribution: dimensionless (normalized)
#
# Notes:
# - Each row corresponds to a different atmospheric layer
# - Pressure increases from top to bottom of atmosphere
# - VMR uncertainties represent 1-sigma (68% confidence) intervals
# - Temperature uncertainties represent 1-sigma (68% confidence) intervals
#
pressure_bar,OH_vmr_q16,OH_vmr_q50,OH_vmr_q84,H2O_vmr_q16,H2O_vmr_q50,H2O_vmr_q84,temperature_q16,temperature_q50,temperature_q84,emission_contribution
1.000000e-05,1.237787e-13,1.067156e-10,2.351508e-08,1.164732e-04,1.747686e-04,2.101272e-04,1.088730e+03,1.386888e+03,1.709376e+03,2.549135e-06
1.314147e-05,3.332615e-13,1.723019e-10,2.976245e-08,1.195315e-04,1.771927e-04,2.119672e-04,1.136382e+03,1.423860e+03,1.730168e+03,3.603677e-06
1.726983e-05,8.168358e-13,2.842620e-10,3.700489e-08,1.254604e-04,1.802684e-04,2.125499e-04,1.186566e+03,1.462284e+03,1.750217e+03,5.067324e-06
2.269511e-05,1.968788e-12,4.509657e-10,4.296603e-08,1.398332e-04,1.819597e-04,2.132592e-04,1.237341e+03,1.500195e+03,1.773295e+03,7.103692e-06
2.982471e-05,4.245815e-12,6.574711e-10,5.275445e-08,1.495317e-04,1.829179e-04,2.135283e-04,1.288650e+03,1.537879e+03,1.795126e+03,9.951247e-06
3.919407e-05,8.825138e-12,9.501320e-10,6.161180e-08,1.557970e-04,1.848419e-04,2.138966e-04,1.339444e+03,1.574803e+03,1.815750e+03,1.391481e-05
5.150678e-05,1.750336e-11,1.399110e-09,7.322045e-08,1.590135e-04,1.858345e-04,2.141060e-04,1.390926e+03,1.613688e+03,1.835601e+03,1.939996e-05
6.768750e-05,3.520116e-11,1.935988e-09,8.943936e-08,1.623220e-04,1.870498e-04,2.144113e-04,1.442161e+03,1.650519e+03,1.856732e+03,2.695525e-05
8.895135e-05,5.766349e-11,2.672766e-09,9.989536e-08,1.646117e-04,1.880458e-04,2.146686e-04,1.493921e+03,1.688512e+03,1.877615e+03,3.733900e-05
1.168952e-04,1.002530e-10,3.708694e-09,1.193018e-07,1.662348e-04,1.888266e-04,2.149213e-04,1.545498e+03,1.725570e+03,1.899701e+03,5.170320e-05
