# Supplementary data for thermal dissociation of water in M dwarf atmospheres
# Target: gl445
# Generated on: 2025-06-10 10:49:50
# Authors: [Author names to be filled]
# Contact: [Contact information to be filled]
#
# Data description:
# This file contains atmospheric profiles from Bayesian retrieval analysis
# showing thermal dissociation of water molecules in M dwarf stellar atmospheres.
#
# Column descriptions:
# pressure_bar: Atmospheric pressure in bar
# OH_vmr_q16: OH volume mixing ratio 16th percentile (1-sigma lower bound)
# OH_vmr_q50: OH volume mixing ratio 50th percentile (median)
# OH_vmr_q84: OH volume mixing ratio 84th percentile (1-sigma upper bound)
# H2O_vmr_q16: H2O volume mixing ratio 16th percentile (1-sigma lower bound)
# H2O_vmr_q50: H2O volume mixing ratio 50th percentile (median)
# H2O_vmr_q84: H2O volume mixing ratio 84th percentile (1-sigma upper bound)
# temperature_q16: Temperature 16th percentile in Kelvin (1-sigma lower bound)
# temperature_q50: Temperature 50th percentile in Kelvin (median)
# temperature_q84: Temperature 84th percentile in Kelvin (1-sigma upper bound)
# emission_contribution: Integrated emission contribution function
#
# Units:
# Pressure: bar
# Volume mixing ratios: dimensionless
# Temperature: Kelvin
# Emission contribution: dimensionless (normalized)
#
# Notes:
# - Each row corresponds to a different atmospheric layer
# - Pressure increases from top to bottom of atmosphere
# - VMR uncertainties represent 1-sigma (68% confidence) intervals
# - Temperature uncertainties represent 1-sigma (68% confidence) intervals
#
pressure_bar,OH_vmr_q16,OH_vmr_q50,OH_vmr_q84,H2O_vmr_q16,H2O_vmr_q50,H2O_vmr_q84,temperature_q16,temperature_q50,temperature_q84,emission_contribution
1.000000e-05,8.271921e-15,5.826906e-12,1.864749e-09,3.316815e-05,4.646788e-05,6.276979e-05,9.692392e+02,1.231683e+03,1.561760e+03,1.572937e-06
1.314147e-05,3.939628e-14,1.315787e-11,2.979351e-09,3.359250e-05,5.229900e-05,6.368314e-05,1.031968e+03,1.286409e+03,1.599018e+03,2.392854e-06
1.726983e-05,1.810843e-13,3.029207e-11,4.675731e-09,3.419064e-05,5.468535e-05,6.447449e-05,1.092005e+03,1.341708e+03,1.635037e+03,3.617007e-06
2.269511e-05,6.273913e-13,6.961810e-11,7.064086e-09,3.575948e-05,5.630516e-05,6.527523e-05,1.156227e+03,1.394904e+03,1.671997e+03,5.416754e-06
2.982471e-05,1.786961e-12,1.551715e-10,1.015190e-08,4.091120e-05,5.714033e-05,6.568927e-05,1.222121e+03,1.450315e+03,1.709164e+03,8.048093e-06
3.919407e-05,5.894342e-12,3.121783e-10,1.475210e-08,4.824312e-05,5.814680e-05,6.626183e-05,1.288650e+03,1.505349e+03,1.749092e+03,1.185383e-05
5.150678e-05,1.631619e-11,6.045324e-10,2.188282e-08,5.249109e-05,5.889955e-05,6.677615e-05,1.357529e+03,1.560522e+03,1.784929e+03,1.736684e-05
6.768750e-05,4.275489e-11,1.179745e-09,3.099300e-08,5.447431e-05,5.967407e-05,6.735259e-05,1.423386e+03,1.615446e+03,1.823573e+03,2.535195e-05
8.895135e-05,9.049604e-11,2.040200e-09,4.647011e-08,5.531330e-05,6.014035e-05,6.787546e-05,1.489997e+03,1.669537e+03,1.860626e+03,3.675280e-05
1.168952e-04,1.812934e-10,3.263137e-09,6.098589e-08,5.580332e-05,6.046435e-05,6.815025e-05,1.557599e+03,1.723300e+03,1.893236e+03,5.283222e-05
